链接,中药名,别名,英文名,产地分布,性味归经,功效与作用,临床应用,图片,形态,使用禁忌
http://www.zhongyoo.com/name/longxianxiang_1705.html,龙涎香,龙腹香、鲸涎香、龙漦、龙泄,Ambergris。,生活于世界各大洋中，喜活动于热带和亚热带温暖海洋。我国分布于黄海、东海和南海，尤以台湾海域最多。,温，味甘、酸、涩。归心经、肝经、肺经、肾经,行气活血、止咳化痰、消积利水。属理气药。,用量0.3~1克，研末服。用治咳嗽、胸闷、癥瘕积聚、心腹疼痛、神昏、淋证。,http://www.zhongyoo.com//uploads/allimg/140620/1-14062009330G08.jpg,齿鲸类中最大的一种。一般体长14米左右，最大者可达23米。雌雄个体差异大，雌者仅雄者之半。头部庞大，占体长1/4～1/3，前端截形。吻向前突出于下颌1.5米。额部巨大，内有特殊脂肪体，或称鲸蜡器官。外鼻孔1个，位于头顶左侧前缘。眼位于口角的后方。外耳孔极小。上颌具无功能性的痕迹齿；下颌狭窄，每侧具25～30枚圆锥形细齿。鳍肢较小，宽而圆，无背鳍，但具少数肉峰，尾鳍较宽。体背暗黑色，体侧略淡，腹面银灰色或白色。,孕妇忌用
http://www.zhongyoo.com/name/shanmaidong_1781.html,山麦冬,湖北麦冬,Liriopes Radix。,：生于海拔1800米以下的山地林下或潮湿处。除东北、内蒙古、新疆、青海、西藏之外，全国各地有广泛分布，湖北大量栽培。：生于海拔100~1400(~2000)米山地林下。分布于河南、湖北、湖南、江西、山东、江苏、浙江、安徽、福建、台湾、广东、广西、贵州、四川，其中福建大量栽培。,微寒，味甘、微苦。归心经、肺经、胃经, 养阴生津，润肺清心。属补虚药下属分类的补阴药。,内服：煎汤，9～15克；熬膏；或入丸、散。外用：适量，研末调敷，煎汤洗，或鲜品捣汁搽。用于肺燥干咳，阴虚痨嗽，喉痹咽痛，津伤口渴，内热消渴，心烦失眠，肠燥便秘。,http://www.zhongyoo.com//uploads/allimg/140708/1-140FQ04042344.jpg,：根近末端常膨大成矩圆形、椭圆形或纺锤形的肉质块根。根状茎匍匐，叶背面绿灰色，叶片线状同，长25~60厘米，宽4~8毫米，具5脉，在叶背面明显，叶柄有膜质鞘，叶缘具细锯齿。花葶通常长25~62厘米，花序长6~15(~20)厘米，花多数，苞片披针形，花序基部的苞片长5~6毫米。花常(2~)3~5朵簇生，花梗长约4毫米，花被片淡紫色或淡蓝色，近椭圆形，长4~5毫米，宽2~2.3毫米。花丝长约2毫米，花药长约2毫米，花柱长约2毫米，柱头与花柱等宽。种子近球形，花期5~7月，果期8~10月。,虚寒泄泻、湿浊中阻、风寒或寒痰咳喘者禁用
http://www.zhongyoo.com/name/xiangsizi_1316.html,相思子,红豆、云南豆子、相思豆、红漆豆、鸡音子、鬼眼子、美人豆,Abri Semen。,生于山坡、路旁、林下、灌丛中。分布于广东、广西、福建、云南、台湾等地。,平，味苦。归大肠经、胃经、心经,催吐、杀虫、消肿。属杀虫止痒药。,外用，不宜内服，以防中毒。外用捣烂涂敷患处。用治疥疮、顽癣、痈肿。,http://www.zhongyoo.com//uploads/allimg/140304/1-14030410142K46.jpg,缠绕藤本。茎细长，稍木质化，疏生白色平伏毛。双数羽状复叶互生，小叶8～20对，具叶柄；总状花序腋生，花小，数朵簇生于花序轴的各个短枝上；花萼钟形，黄绿色，4齿裂，外被毛；花冠蝶形，淡紫色，旗瓣阔卵形，基部有三角状的爪；雄蕊9，合生成一束；子房上位，阔线形，被毛。荚果菱状长椭圆形，稍膨胀，黄绿色，被平伏毛，先端有弯曲的喙。种子1～6粒，椭圆形，上部鲜红色，基部靠近种脐部分黑色，有光泽。花期3～5月，果期5～6月。,本品有毒，不宜内服
http://www.zhongyoo.com/name/baiyaozi_3262.html,白药子,白药、白药根、山乌龟、盘花地不容,Radix Stephaniae Cepharantha,生长于肥沃湿润的草丛、山坡路旁阴处或灌木林中，亦生于石灰质石山上。分布于江苏、安徽、浙江、江西、福建、台湾、湖南、广东、广西、贵州等地。,凉，味苦、辛，有小毒。归肺经、胃经,清热解毒，祛风止痛，凉血止血。属清热药下分类的清热解毒药。,内服：煎汤，用量9～1 5克；或入丸、散。外用：适量，捣敷或研末敷。主治咽喉肿痛、热毒痈肿、风湿痹痛、腹痛、泻痢、吐血、衄血、外伤出血。,http://www.zhongyoo.com//uploads/allimg/141218/1-150F6143J2635.jpg,多年生落叶藤本。块根肥厚，椭圆形或呈不规则块状，长3～10厘米，直径2～9厘米。老茎基部稍木质化，有细沟纹，略带紫色；叶互生；叶柄盾状着生；叶片圆三角形，或扁圆形，长5～9厘米，宽与长近相等或大于长度；先端钝圆，常具小突尖，基部微凹或平截，全缘或微呈波状，上面绿色，下面粉白色，两面无毛，掌状脉5～9条，纸质。花小，单性，雌雄异株；雄株为复头状聚伞花序，腋生，总花序梗长1～2厘米，花序梗顶端有盘状花托，约有20朵花；雄花：萼片6(～8)，排成2轮；花瓣3，淡绿色，内面有2个大腺体；雄蕊6，花丝合生成柱状，花药环生呈圆盘状；雌株为单头状聚伞花序，腋生，总花梗较短，顶端有盘状花托；雌花；花被左右对称；花萼1(～2)，生于花的一侧；花瓣2(～3)；子房球形。核果紫红色，球形，果梗短，肉质，内果皮直径4～5毫米，背部有4行小横肋状雕纹。花期6～7月，果期8～9月。,脾虚及泄泻者禁服
http://www.zhongyoo.com/name/hongfen_2135.html,红粉,红升丹、升药、灵药、三白丹、三仙散、升丹、三仙丹,Hydrargyri Oxydum Rubrum,各地均可制造。主产于湖北、湖南、江苏、河北等地。,热，味辛。有大毒。归肺经、脾经,拔毒、除脓、去腐、生肌。属拔毒生肌药。,外用适量，研极细粉单用或与其他药配成散剂或制成药捻。用治痈疽疔疮、梅毒下疳、一切恶疮、肉暗紫黑、腐肉不去、窦道瘘管、脓水淋漓、久不收口。,http://www.zhongyoo.com//uploads/allimg/141218/1-14121Q52615332.jpg,橙红色片状或粉状结晶，片状者厚约2毫米，一面光滑，略具光泽，另一面较粗糙，似附一层粉末。粉末橙色。体重，质硬脆，片状者易折断，断面散有稀疏细孔。遇光颜色逐渐变深。气微，味淡。,本品有毒，只可外用，不可内服，外用亦不宜久用，孕妇禁用
http://www.zhongyoo.com/name/yishoucao_2077.html,翼首草,棒子头、狮子草、榜孜多乌(藏药),Pterocephali Herba。,生于海拔1800~4800米的山野草地、高同草甸或耕地附近。主产于云南、四川、西藏及青海。,苦，味寒。无归经,解毒除瘟，清热止痢，祛风通痹。属清热药下分类的清热解毒药。,煎汤内服，用量1～3克。用治外感发热、热病烦躁、泄泻痢疾、负湿热痹。,http://www.zhongyoo.com//uploads/allimg/141014/1-141014134445161.jpg,多年生草本，全株被白色柔毛。根粗壮，圆柱形，径1.5~2.5厘米。叶全部基生，成莲座状，匙形或线状匙形，长5~18厘米，基部渐窄成翅状柄，全缘或一回羽状深裂，裂片3~5对，顶裂片大，披针形，下面中脉明显，白色，上部疏被白色糙伏毛。花葶高10~40厘米，被白色贴伏毛或伸展长柔毛，头状花序单生葶顶，球形，径3~4厘米，总苞苞片2~3层，外层长卵形或卵状披针形，被毛，边缘密被长柔毛。花冠筒状漏斗形，黄白或淡紫色，长1~1.2厘米，外面被长柔毛，5浅裂，裂片钝，雄蕊4，稍出冠筒，花柱伸出冠筒，柱头扁球形。瘦果倒卵圆形，长3~5毫米，成熟时淡棕色，具8纵棱，疏生贴伏毛。花果期7~10月。,尚不明确，谨慎用药
http://www.zhongyoo.com/name/tiepishihu_2032.html,铁皮石斛,耳环石斛、风斗、枫斗、黑节,Dendrobii Officmalis Caulis。,附生于山中潮湿岩石上。主产于安徽、浙江、福建、广西、四川、云南。,微寒，味甘。归胃经、肾经,益胃生津，滋阴清热。属补虚药下属分类的补阴药。,用量6～12克，鲜品15～30克，内服煎汤。用治热病津伤，口干烦渴，胃阴不足，食少于呕，病后虚热不退，阴虚火旺，骨蒸劳热，目暗不明，筋骨痿软。,http://www.zhongyoo.com//uploads/allimg/140925/1-140925100PG41.jpg,茎圆柱形，长9~35厘米，多节。叶3~5，生于茎上部，无柄，叶片长圆状披针形，长3~7厘米，宽0.8~2厘米，叶鞘灰色有紫斑，鞘口张开。总状花序有花2~5朵，生于茎上部，花被片淡黄绿色，直径3~4厘米，唇瓣卵状披针形，近上部中央有圆形紫色斑块，近下部中间有绿色或黄色胼胝体，雄蕊白色。蒴果长圆形，具3棱。花期3~6月。,尚不明确，谨慎用药
http://www.zhongyoo.com/name/sankezhen_3088.html,三棵针,铜针刺,Radix Berbers soulieana。,生于海拔600～2000米的山坡、路旁及林缘。分布于陕西、甘肃、湖北、四川等地。,寒，味苦，有毒。归肝经、胃经、大肠经,清热燥湿，泻火解毒。属清热药下分类的清热燥湿药。, 内服：煎汤，用量15～30克，或泡酒。外用：适量，研末调敷。用于湿热泻痢，黄疸，湿疹，咽痛目赤，聍耳流脓，痈肿疮毒。,http://www.zhongyoo.com//uploads/allimg/141218/1-150F3162133507.jpg,常绿灌木。高达2米。茎直立，多分枝，幼枝淡黄色，具少数疣点，刺坚硬，三分叉，长1～2.5厘米。叶簇生，革质，叶片长圆状披针形，稀长圆状倒卵形，先端急尖，基部急狭呈极短的柄，上面绿色，有光泽，下面黄绿色，边缘有5～18个刺齿，齿长1.5～2.5毫米，齿距3～7毫米，侧脉几与中脉乖直，细脉不显著。花8～20朵簇生，花梗长5～15毫米，小苞片2，卵状长圆形，长约2毫米，萼片6，排成2轮；花黄色，6瓣，卵形至倒卵形，子房椭圆形，内含2～3个种子，稀3，宿存花柱长0.5毫米。浆果椭圆形，熟时红色，被白粉。花期3～4月，果期8～10月。,尚不明确，谨慎用药
http://www.zhongyoo.com/name/juhe_2097.html,橘核,橘子仁、橘子核、橘米、橘仁,Citri Reticulatae Semen。,栽培于丘陵、低山地带、江河湖泊沿岸或平原。江苏、安徽、浙江、江西、台湾、湖北、湖南、广东、广西、海南、四川、贵州、云南等地均有栽培。,平，味苦。归肝经、肾经,理气，散结，止痛。属收涩药下属分类的敛肺涩肠药。,用量3～9克，水煎服，或入丸、散。用治疝气疼痛，睾丸肿痛，乳痈乳癖。,http://www.zhongyoo.com//uploads/allimg/141117/1-14111G0200I28.jpg,小乔木，枝叶密茂，刺多，徒长枝的刺长达8厘米。叶色浓绿，质地颇厚，翼叶倒卵形，基部狭尖，长1～3厘米，宽0.6～1.5厘米，或个别品种几无翼叶。总状花序有花少数，有时兼有腋生单花，有单性花倾向，即雄蕊发育，雌蕊退化；花蕾椭圆形或近圆球形；花萼5或4浅裂，有时花后增厚，无毛或个别品种被毛；花大小不等，花径2～3.5厘米；雄蕊20～25枚，通常基部合生成多束。果圆球形或扁圆形，果皮稍厚至甚厚，难剥离，橙黄至朱红色，油胞大小不均匀，凹凸不平，果心实或半充实，瓢囊10～13瓣，果肉味酸，有时有苦味或兼有特异气味；种子多且大，常有肋状棱，子叶乳白色，单或多胚。花期4～5月，果期9～12月。,体虚患者慎服
http://www.zhongyoo.com/name/baishouwu_3273.html,白首乌,隔山消、白何首乌、隔山撬、白木香、白何乌,Radix Cynanchi Bungei,生于海拔3500米以下的山坡岩石缝中、灌丛中或路旁、墙边、河流及水沟边潮湿地。分布于华东、中南及河北、陕西、甘肃、台湾、四川、贵州、云南等地。山东、江苏有栽培。,平，味甘、微苦。归肝经、肾经、脾经、胃经,补肝肾，强筋骨，益精血，健脾消食，解毒疗疮。属补虚药下分类的补血药。,内服：煎汤，用量6～15克，鲜品加倍；研末，每次1～3克；或浸酒。外用：适量，鲜品捣敷。主治腰膝酸痛，阳痿遗精，头晕耳鸣，心悸失眠，食欲不振，小儿疳积，产后乳汁稀少，疮痈肿痛，毒蛇咬伤。,http://www.zhongyoo.com//uploads/allimg/150707/1-150FQ10649519.jpg,蔓性半灌木。具乳汁。根肥厚，类圆柱形，表面黑褐色，断面白色。茎被微柔毛。叶对生；叶柄长3～9厘米；叶片心形至卵状心形，长4～12厘米，宽3～10厘米，先端短渐尖，基部深心形，两侧呈耳状内弯，全缘，上面深绿色，下面灰绿色，被微毛。聚伞花序伞房状，腋生；总花梗圆柱形，长10～15厘米，着花约30朵；花萼近5全裂，裂片卵状长圆形，反折；花冠辐状，5深裂，裂片反折，白色，内具疏柔毛；副花冠浅杯状。裂片椭圆形，长于合蕊柱，在每裂片内面的中部有一个三角形的舌状鳞片；雄蕊5，着生于花冠基部，花丝连成筒状，花药2室，附着于柱头周围，每室有黄色花粉块1个，长圆形，下垂；雌蕊由2枚离生心皮组成，柱头圆锥状，先端2裂。蓇葖果双生，基部较狭，中部圆柱形，上部渐尖，长约8厘米，直径约1厘米。种子卵状椭圆形至倒楔形。边缘具狭翅，先端有一束白亮的长绒毛。花期6～9月，果期7～11月。,内服不宜过量
http://www.zhongyoo.com/name/chaihu_619.html,柴胡,红柴胡、南柴胡、地熏、茈胡、山菜、茹草、柴草,Radix Bupleuri。,生于沙质草原、沙丘草甸及阳坡疏林下。主产于湖北、四川、安徽等地。,微寒，味苦。归肝经、胆经、肺经,和解表里、疏肝、升阳。属解表药下属分类的辛凉解表药。,用量3～9克，水煎服；或入丸、散。外用：适量，煎水洗；或研末调敷。用治感冒发热、寒热往来、胸胁胀痛、月经不调、子宫脱垂、脱肛。,http://www.zhongyoo.com//uploads/allimg/140215/1-140215105U1B8.jpg,多年生草本。主根深长，少分枝。茎上部多分枝，略呈“之”字弯曲。叶互生，线形或狭线形，长7～17厘米，宽2～6厘米，先端渐尖，具短芒，基部渐狭，有5～7条纵脉，具白色骨质边缘。复伞形花序多数，集成疏松圆锥花序；总苞片1～3，条形；伞幅3～8，弧曲；小总苞片5，狭披针形，紧贴小伞；花梗6～15；花黄色。双悬果宽椭圆形，长约2.5毫米，宽约2毫米，棱粗钝凸出。花期7～9月，果期8～10月。,真阴亏损，肝阳上亢及肝风内动之证禁服
