链接,名字,组成,用法,功效,主治
http://www.zhongyoo.com/fangji/sswjzt_12988.html,十四味建中汤,组成当归、白芍、白术、甘草、人参、麦门冬、川芎、肉桂、附子、肉苁蓉、半夏、黄芪、茯苓、熟地黄。,用法上药各等分，制为粗散，每服9克，用水220毫升，加生姜3片，枣子1枚，煎至150毫升，空腹温服。,益气补血，温肾健脾。,主治气血不足，脾肾久虚，虚劳赢瘦，短气嗜卧，咳嗽喘促，手足多冷，面色咣白，小腹拘急，百节尽疼，夜卧汗多，梦寐惊悸，大便频数，小便滑利，苔薄白，脉沉细无力。
http://www.zhongyoo.com/fangji/gzw_12987.html,固真丸,组成菟丝子(500克)、煅牡蛎(120克)、金樱子(去子、蒸熟)(120克)、茯苓(120克)。,用法上药共研细末，为丸，每次服9克，每日2次，温酒或盐开水送下。亦可用饮片作汤剂水煎服，各药用量按比例酌减。,补肾固精。,主治肾虚遗精、滑精，腰膝酸软，面白少华，苔白舌淡，脉沉细而弱者。
http://www.zhongyoo.com/fangji/scfsd_12986.html,三才封髓丹,组成人参、天门冬、熟地黄各半两(各15克)，黄柏3两(90克)，砂仁一两半(45克)，甘草七钱半(22.5克)。,用法将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。,泻火坚阴，固精封髓。,主治阴虚火旺，相火妄动，扰动精室之梦遗滑精，失眠多梦，腰膝酸软，五心烦热，口舌干燥等症。
http://www.zhongyoo.com/fangji/ftw_12985.html,茯菟丸,组成菟丝子5两(150克)、白茯苓3两(90克)、石莲子(去壳)二两(60克)。,用法上药共研细末，酒煮糊为丸，每次服9克，每日2次，空腹盐汤送服。也可用饮片作汤剂，各药用量按比例酌减。,健脾补肾。,主治遗精，滑精，妇女白带过多舌质淡，苔白，脉沉弱等。
http://www.zhongyoo.com/fangji/spss_12984.html,桑螵蛸散,组成桑螵蛸、远志、菖蒲、龙骨、人参、茯神、当归、龟甲(醋炙)各一两(各10克)。,用法上药共研细末。每晚睡前，党参汤调下6克。亦可用饮片作汤剂，各药用量按常规剂量。,调补心肾，固精止遗。,主治心肾两虚之尿频或遗尿、遗精证，症见小便频数，或尿色白浊如米泔水，或遗尿、滑精，心神恍惚，健忘，舌淡，苔白，脉细弱等。
http://www.zhongyoo.com/fangji/slexd_12983.html,水陆二仙丹,组成芡实、金樱子各等分。,用法将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下。,固涩止遗。,主治肾虚遗精、滑精、白浊，小便频数，女子带下，舌淡苔白，脉沉弱。
http://www.zhongyoo.com/fangji/glt_12982.html,膏淋汤,组成生山药一两(30克)、生芡买六钱(18克)、生龙骨(捣细)六钱(18克)、生牡蛎(捣细)六钱(18克)、大生地黄(切片)六钱(18克)、潞党参三钱(9克)、生杭芍三钱(9克)。,用法水煎服。,益肾健脾，固涩止淋。,主治膏淋小便如脂，小便混浊，更兼稠黏，便时淋涩作疼，形体消瘦，舌淡，脉细数无力者。
http://www.zhongyoo.com/fangji/zzgbw_12981.html,治浊固本丸,组成莲花须(60克)、黄连炒(60克、)白茯苓(30克)、砂仁(30克)、益智仁(30克)、半夏(汤浸七次，去皮脐)(30克)、炒黄柏(30克)、炙甘草(90克)、猪苓(76克)。,用法上药为细末，蒸饼为丸。每服6～9克，每日2～3次，空腹温酒或温开水送服。亦可用饮片作汤剂水煎服，各药用量按常规剂量酌减。,清热利湿，固肾健脾。,主治小便混浊，遗精，舌淡，苔白，脉细弱。
http://www.zhongyoo.com/fangji/gdw_12980.html,巩堤丸,组成熟地黄(60克)、菟丝子酒煮(50克)、炒白术(60克)、北五味子(30克)、酒炒益智仁(30克)、酒炒补骨脂(30克)、制附子(30克)、茯苓(30克)、炒家韭子(30克)。,用法上药共研细末，山药粉糊为丸。每服9g，每日2次，温酒或温开水送下。亦可用饮片加入适量淮山药水煎服，各药用量按常规剂量酌减。,温阳益肾，固涩止遗。,主治命门火衰，肾阳不足，小便频数，遗尿或排尿不禁，腰酸，形寒，舌淡，脉虚软而迟者。
http://www.zhongyoo.com/fangji/gpw_12977.html,固脬丸,组成制菟丝子(60克)、茴香(30克)、附子(炮，去皮脐)(15克)、桑螵蛸(炙焦)(15克)、戎盐(0.3克)。,用法上药共为细末，酒煮面糊为丸。每服9克，每日2次，空腹米汤送下。也可改用饮片水煎服，各药用量按常规剂量。,补肾固脬。,主治肾虚遗尿，小便不禁等见舌淡、苔薄白，脉虚细无力者。
http://www.zhongyoo.com/fangji/gct_12976.html,固肠汤,组成酸石榴皮(15克)、炒黄连、地榆(各30克)，醋炙罂粟壳、茯苓(各45克)。,用法上药锉散。每次服12克，用水220毫升，加生姜5片，乌梅1个，煎160毫升，去滓，空腹时服。,涩肠止泻。,主治大肠虚寒，利下青白，肠中雷鸣，小便赤黄，气上冲胸，不能久立，身肿腹急，当脐疼痛。
http://www.zhongyoo.com/fangji/hzps_12975.html,诃子皮散,组成御米壳(去蒂萼，蜜炒)、橘皮各五分(各1.5克)，炮干姜六分(1.8克)，诃子(煨，去核)七分(2.1克)。,用法上为细末，都作一服，水二盏，煎至一盏，和渣空心热服。,温中祛寒，涩肠固脱。,主治肠胃虚寒泄泻，米谷不化，肠鸣腹痛，脱肛不收日久，服药未验；或下痢脓血，里急后重，白多赤少，日夜无度，舌质淡，苔白，脉细弱。
http://www.zhongyoo.com/fangji/pssbw_8411.html,脾肾双补丸,组成人参(500克)、莲肉(500克)、菟丝子(750克)、五味子(750克)、山茱萸肉(500克)、真怀山药(500克)、车前子(360克)、肉豆蔻(300克)、橘红(180克)、仁(180克)、巴戟天(360克)、补骨脂(500克)。,用法上药共制细末，炼蜜为丸。每服9克，每日2次。,补肾健脾，涩肠止泻。,主治脾肾虚弱，腹痛久泻，以及带下，脾肾两亏导致虚寒飧泄，腹痛泻痢，食少神倦者。
http://www.zhongyoo.com/fangji/zryzt_12974.html,真人养脏汤,组成人参、当归(去芦)、白术(焙)各六钱(各6克)，肉豆蔻(面裹，煨)半两(8克)，白芍一两六钱(12克)，诃子(去核)一两二钱(9克)，肉桂(去粗皮)、炙甘草各八钱(各6克)，木香(不见火)一两四钱(3克)，罂粟壳(去蒂萼，蜜炙)三两六钱(9克)。,用法汤剂，一日两次，饭前温服。,涩肠止泻，温中补虚。,主治久泻久痢，中焦虚寒，泻痢无度。滑脱不禁，甚至脱肛坠下，腹痛喜温喜按。或下痢赤白，或便脓血，日夜无度，里急后重，倦怠食少，舌淡苔白，脉迟细。
http://www.zhongyoo.com/fangji/tht_12973.html,桃花汤,组成赤石脂(一半全用，一半筛末)一斤(20克)、干姜一两(12克)、粳米一升(15克)。,用法汤剂，水煎服，每日2剂。,温中涩肠止痢。,主治虚寒久痢，下痢不止，便脓血，色暗不鲜，日久不愈，腹痛喜温喜按，舌淡苔白，脉迟弱或微细。
http://www.zhongyoo.com/fangji/cszyylt_12972.html,赤石脂禹余粮汤,组成碎赤石脂一斤(30克)、碎禹余粮一斤(30克)。,用法汤剂，久煎，每日2次。,收敛固脱，涩肠止泻。,主治久泻、久痢，肠滑不能收摄者，舌质淡苔白，脉迟弱者。
http://www.zhongyoo.com/fangji/hcjzt_12971.html,黄芪建中汤,组成黄芪一两半(45克)、桂枝三两(90克)、芍药六两(180克)、甘草二两(60克)、生姜三两(90克)、大枣十二枚、饴糖一升。,用法水煎服，各药用量需根据目前常规剂量酌减。,温中补气。,主治虚劳不足，腹中拘急，自汗或盗汗，短气，肢体困倦，脉虚大。
http://www.zhongyoo.com/fangji/gzgclgmlt_12970.html,桂枝甘草龙骨牡蛎汤,组成桂枝一两(15克)、炙甘草二两(30克)、龙骨二两(30克)、牡蛎二两(30克)。,用法上四味，以水五升，煮取二升半，去滓，温服八合，日三服。,潜阳镇惊，补心安神。,主治因火逆、烧针烦躁者，症见心悸，失眠，遗精，阳痿，舌质淡红苔薄白，脉沉迟。
http://www.zhongyoo.com/fangji/jtw_12969.html,交泰丸,组成川黄连五钱(1.5克)、肉挂心五分(1.5克)。,用法上为末，炼蜜为丸，空心淡盐汤送下。现代用法：研为细末，炼蜜为丸。每服1丸，每日2次。,交通心肾。,主治心肾不交，心悸怔忡，失眠，口舌生疮，脉细数。
http://www.zhongyoo.com/fangji/stly_12968.html,生铁落饮,组成天门冬(去心)、麦门冬(去心)、贝母各三钱(各9克)，胆南星、橘红、远志肉、石菖蒲、连翘、茯苓、茯神各一钱(各3克)，元参、钩藤、丹参各钱五分(各4.5克)，辰砂三分(0.9克)，生铁落(30克)。,用法用生铁落煎熬三炷香(3小时)，取此水煎药，服后安神入睡，不可惊骇叫醒，犯之则病复作，难乎为力。现代用法：先煎生铁落45分钟，取此水煎药。,镇心安神，清火涤痰。,主治痰火上扰之癫狂，症见急躁发狂，起病急骤，面红目赤，喜怒无常，狂乱无知，骂詈叫号，毁物伤人，不避亲疏，逾垣上屋，头痛，失眠，两目怒视，舌质红绛，苔多黄腻，脉象弦大滑数。
http://www.zhongyoo.com/fangji/bhdht_12967.html,百合地黄汤,组成百合7枚、生地黄汁200毫升。,用法以水浸洗百合一宿，去其水，再以泉水400毫升，煮取200毫升，去滓，入地黄汁，煎取300毫升，分温再服。,滋阴清热。,主治百合病阴虚内热证，症见神志恍惚，夜游症，沉默寡言，如寒无寒，如热无热，时而欲食，时而恶食，口苦，小便赤，舌质红少苔而干，脉弦细或细数。
http://www.zhongyoo.com/fangji/gcxmdzt_12966.html,甘草小麦大枣汤,组成甘草三两(9克)、小麦一升(15克)、大枣十枚(10枚)。,用法上三味，以水六升，煮取三升，分三服。,养心安神，柔肝缓急。,主治心阴受损，肝气失和之脏躁，症见精神恍惚，常悲伤欲哭，不能自主，心中烦乱，睡眠不安，甚则言行失常，哈欠频作，舌淡红苔少，脉细微数。
http://www.zhongyoo.com/fangji/kszzd_12965.html,孔圣枕中丹,组成龟板、龙骨、远志、菖蒲各等分。,用法上药为末，酒服一方寸匕(3克)，日三，常服令人大聪。亦可蜜丸，每服二钱(6克)，黄酒送服。,补肾宁心，安神。,主治心肾不足之惊悸失眠，心神不安，舌质光红少苔，脉沉细。
http://www.zhongyoo.com/fangji/asdzw_12964.html,安神定志丸,组成茯苓、茯神、人参、远志各一两(各30克)，石菖蒲、龙齿各五钱(各15克)。,用法炼蜜为丸，如梧桐子大，辰砂为衣，每服二钱(6克)，开水送下。,安神定志，益气镇惊。,主治心胆气虚，心神不宁，症见精神烦乱，失眠，梦中惊跳、怵惕，心悸胆怯，舌质淡，脉细弱。亦治癫痫及遗精。
http://www.zhongyoo.com/fangji/zzmw_12963.html,珍珠母丸,组成珍珠母(研如粉)三分(22.5克)，当归、熟地黄各一两半(各45克)，去芦人参、酸枣(研)、柏子仁(研)各一两(各30克)，犀角(镑为细末)、茯神、沉香、龙齿各半两(各15克)。,用法上药研细末，炼蜜为丸，如梧桐子大，辰砂为衣。每服四五十丸，金银、薄荷汤下，日午、夜卧服。现代用法：上药分别研为细末，和匀，以神曲粉打糊为丸，朱砂为衣，每服6克，温开水送下，每日3次。,镇心安神，平肝潜阳，滋阴养血。,主治心肝阳亢、血虚不足之神志不宁证，症见入夜少寐，时而惊悸，头目眩晕，舌质淡红，苔薄自或少苔，脉细弦。
http://www.zhongyoo.com/fangji/yxt_12962.html,养心汤,组成当归身、生地黄、熟地黄、茯神各一钱(各3克)，人参、麦门冬各一钱半(各4.5克)，五味子十五粒(4克)，柏子仁、酸枣仁各八分(各3克)，炙甘草四分(1 .5克)。,用法水煎服，每日1剂，分早、晚两次温服。,养血滋阴，宁心安神。,主治血虚之神失所养，失眠心悸，舌质淡红苔白少津，脉细数。
http://www.zhongyoo.com/fangji/szrt_12961.html,酸枣仁汤,组成酸枣仁二升(12克)、甘草一两(3克)、知母二两(6克)、茯苓二两(6克)、川芎二两(6克)。,用法上五味，以水八升，煮酸枣仁得六升，内诸药，煮取三升，分温三服。,清热除烦，养血安神。,主治肝血不足，虚热扰神，症见心悸失眠，虚烦不安，头目眩晕，咽干口煤，舌红，脉弦细。
http://www.zhongyoo.com/fangji/hlajt_12960.html,黄连阿胶汤,组成黄连四两(12克)、黄芩二两(6克)、芍药二两(6克)、鸡子黄两枚、阿胶三两(9克)。,用法上五味，以水六升，先煮三物，取二升，去滓，纳胶烊尽，小冷，内鸡子黄，搅令相得。温服七合，日三服。现代用法：先煎前三味，去渣取汁，阿胶烊化，待稍冷，再入鸡子黄搅匀，分2次服。,滋阴降火，除烦安神。,主治阴虚火旺、心肾不交之失眠症，症见心烦失眠、口燥咽干、腰膝酸软或遗精，舌尖红，脉细数。
http://www.zhongyoo.com/fangji/whzfs_12959.html,五虎追风散,组成蝉蜕一两(30克)、天南星二钱(6克)、明天麻二钱(6克)、带尾全虫7个(10克)、炒僵蚕七条(15克)。,用法水煎服。用黄酒二两为引。服前先将朱砂面五分冲下，每服后五心出汗即有效；但出汗与否，应于第二日再服，每日一付，服完三付后，第二日用艾灸伤口。,祛风痰，止痉抽。,主治破伤风。
http://www.zhongyoo.com/fangji/cfs_12958.html,撮风散,组成炙蜈蚣半条、钩藤(7.5克)、朱砂(3克)、僵蚕(3克)、蝎尾(3克)、麝香(0.3克)。,用法上药共研细末，每服0.3克，每日3次，竹沥汁调下。,熄风镇痉。,主治小儿口撮口如囊，吮乳不得，舌强唇青，手足抽搐，舌淡红，脉弦者。
http://www.zhongyoo.com/fangji/zjs_12957.html,止痉散,组成全蝎、蜈蚣各等分。,用法每服1～1. 5克，温开水送服，每日2～4次。,祛风止痉，通络止痛。,主治痉厥，四肢抽搐，舌淡红，脉弦；顽固性头痛、偏头痛、关节痛等。
http://www.zhongyoo.com/fangji/qzs_12956.html,牵正散,组成白附子、白僵蚕、全蝎(去毒)各等分(生用)。,用法上为细末。每服一钱(3克)，热酒调下，不拘时候。,祛风化痰止痉。,主治风中经络，口眼喁斜，舌淡红，苔白，脉弦。
http://www.zhongyoo.com/fangji/yzs_12955.html,玉真散,组成天南星、防风、白芷、天麻、羌活、白附子各等分。,用法上为末，每次服二钱(6克)，热酒一盅调服，更敷患处。若牙关紧闭，腰背反张者，每服三钱(9克)，用热童便调，虽内有瘀血亦愈。至于昏死，心腹尚温者，连进二服，亦可保全。若治疯犬咬伤，更用漱口水洗净，搽伤处。,祛风止痉。,主治破伤风，症见牙关紧急，口撮唇紧，身体强直，角弓反张，脉弦紧。
http://www.zhongyoo.com/fangji/jlt_12954.html,建瓴汤,组成生怀山药一两(30克)、怀牛膝一两(30克)、生赭石(轧细)八钱(24克)、生龙骨(捣碎)六钱(18克)、生牡蛎(捣碎)六钱(18克)、生怀地黄六钱(18克)、生杭芍四钱(12克)、柏子仁四钱(12克)。,用法磨取铁锈浓水以之煎药。,镇肝熄风，滋阴安神。,主治脑充血证预兆发露者，或肝阳上亢引起的头目眩晕，耳鸣耳胀，心悸健忘，烦躁不安，失眠多梦，脉弦长而硬。
http://www.zhongyoo.com/fangji/ajjzht_12953.html,阿胶鸡子黄汤,组成陈阿胶(烊冲)二钱(6克)、生白芍三钱(9克)、杵石决明五钱(15克)、双钩藤二钱(6克)、大生地黄四钱(12克)、清炙草六分(2克)、杵生牡蛎四钱(12克)、络石藤三钱(9克)、茯神木四钱(12克)、鸡子黄(先煎代水)两枚(2个)。,用法水煎服。,滋阴养血，柔肝熄风。,主治邪热久羁，损伤阴血。虚风内动证，症见手足瘛疭，或头目眩晕，舌绛苔少，脉细数。
http://www.zhongyoo.com/fangji/djzt_12952.html,大建中汤,组成花椒三钱(9克)、干姜五钱(9克)、人参二钱(9克)、饴糖一两(30克)。,用法先将前三药用水煎，去渣，再加入饴糖溶化，温服。,温中补虚，降逆止痛。,主治脾胃虚寒，脘腹疼痛，呕逆不能食，或腹中漉漉有声，苔薄白，脉沉。
