链接,药名,处方,功能主治,用法用量,图片
http://www.zhongyoo.com/zhongchengyao/makl_7771.html,脉安颗粒,】北山楂、麦芽,功效与主治】治疗高脂蛋白血症，用于低血清胆固醇，防止动脉粥样硬化，对降低甘油三酯、β-脂蛋白也有一定作用。,用法与用量】口服，每次20g，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009150G6454.jpg
http://www.zhongyoo.com/zhongchengyao/yxdgtj_7789.html,养血当归糖浆,】当归、茯苓、黄芪、白芍、甘草(蜜炙)、川芎、熟地黄、党参,功效与主治】补气血，调经。用于贫血虚弱，产后体虚，萎黄肌瘦，月经不调，行经腹痛，产后血虚。,用法与用量】口服，每次10ml，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091453061E.jpg
http://www.zhongyoo.com/zhongchengyao/cxlnzp_7878.html,穿心莲内酯片,】穿心莲内酯,功效与主治】清热解毒，抗菌消炎。用于急性菌痢，胃肠炎、感冒发热、扁桃体炎、咽喉炎、支气管炎、肺炎、肺结核、肾盂肾炎、尿道炎、疮、肿毒、中耳炎、肝炎、钩端螺旋体病。,用法与用量】口服，每次0.1～0.15g，每日3～4次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161021140142436.jpg
http://www.zhongyoo.com/zhongchengyao/gykkl_7872.html,宫炎康颗粒,当归、赤芍、北败酱草、香附(醋制)、炮姜、泽兰、川芎、红花、柴胡、车前子(盐炙)、海藻、延胡索,功效与主治】活血化瘀，解毒消肿。用于慢性盆腔炎。,用法与用量】开水冲服，每次18g，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091JK2230.jpg
http://www.zhongyoo.com/zhongchengyao/gxdcp_7882.html,冠心丹参片,】丹参、三七、降香油,功效与主治】活血化瘀，理气止痛。用于气滞血瘀所致的胸痹，症见胸闷刺痛、心悸气短;冠心病心绞痛见上述证候者。,用法与用量】片，口服，每次3片，每日3次;胶囊，口服，每次3粒，每日3次;颗粒，口服，每次1 5g，每日3次;滴丸，舌下含服，每次10粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091J223352.jpg
http://www.zhongyoo.com/zhongchengyao/jpjzkl_8034.html,健脾降脂颗粒,党参、灵芝、南山楂、丹参、泽泻、远志,功效与主治】健脾化浊，益气活血。用于脾运失调、气虚血瘀型高脂血症，症见眩晕耳呜、胸闷纳呆、心悸气短。,用法与用量】口服，每次10g，每日3次，1个疗程20天。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010114632X3.jpg
http://www.zhongyoo.com/zhongchengyao/jpzsw_8035.html,健脾资生丸,党参、山楂(炒)、甘草(炙)、橘红、山、黄连(姜汁炒)、薏苡仁(炒)、白术(炒)、芡实(炒)、六神曲(炒)、桔梗、白扁豆、茯苓、砂仁、麦芽(炒)、广稚香、莲子肉(炒)、豆蔻,功效与主治】补益脾胃，消食止泻。用于脾胃虚弱、消化不良之脘腹闷胀、慢性腹泻。,用法与用量】口服，每次9g，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101011461J42.jpg
http://www.zhongyoo.com/zhongchengyao/yhqfjn_8123.html,银黄清肺胶囊,】北葶苈子、麻黄(炙)、苦杏仁、浙贝母、枇杷叶、大青叶、石菖蒲、穿山龙、一枝蒿、银杏叶、五味子、枳实、生石膏、甘草,功效与主治】清肺化痰，止咳平喘。用于慢性支气管炎急性发作之痰热壅肺证，症见咳嗽咳痰、痰黄而黏、胸闷气喘、发热口渴、便干尿黄、舌红、苔黄腻等。,用法与用量】口服，每次3粒，每日3次，7天为1个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010144345247.jpg
http://www.zhongyoo.com/zhongchengyao/kfckfy_8170.html,康复春口服液,黄芪、人参、玉竹、蜂王浆,功效与主治】益气固表，养心安神，健脾和胃。用于心脾俱虚之饮食少思、腹胀腹满、少气乏力、心慌心悸、精神倦怠、失眠。本品对冠心病引起的胸闷心痛、气短多汗，左心室收缩功能减退，以及对高脂血症、急性和慢性活动性肝炎引起的ALT升高，均有辅助治疗作用。,用法与用量】口服，每次10ml，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010154041954.jpg
http://www.zhongyoo.com/zhongchengyao/lrjzsy_8180.html,鹿茸精注射液,】鹿茸提取物,功效与主治】能增强机体活力及促进细胞新陈代谢。用于神经衰弱、食欲不振、营养不良、性机能减退及健忘症等。,用法与用量】肌内或皮下注射，每次1～2ml，每日1次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010153J95A.jpg
http://www.zhongyoo.com/zhongchengyao/sjztjn_8289.html,散结镇痛胶囊,】龙血竭、三七、浙贝母、薏苡仁,功效与主治】软坚散结，化瘀定痛。用于子宫内膜异位症(痰瘀互结兼气滞证)所致的继发性痛经、月经不调、盆腔包块、不孕等。,用法与用量】口服，每次4粒，每日3次。于月经来潮第1天开始服药，连服3个月经周期为1个疗程，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011153019116.jpg
http://www.zhongyoo.com/zhongchengyao/stsp_8290.html,散痛舒片,】岩陀,功效与主治】祛风除湿，活血止痛。用于风湿瘀阻之关节肌肉痹痛及跌打损伤之瘀血肿痛。,用法与用量】口服，每次3～5片，每日3次，饭后服。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101115155IA.jpg
http://www.zhongyoo.com/zhongchengyao/ggtkl_8296.html,葛根汤颗粒,】葛根、麻黄、白芍、桂枝、甘草、生姜、大枣,功效与主治】发汗解表，升津舒经。用于风寒感冒，症见发热恶寒、鼻塞流涕、咳嗽咽痒、咳痰稀白，汗出、头痛身痛、项背强急不舒，苔薄白或薄白润，脉浮或浮紧。,用法与用量】开水冲服，每次4g，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011151421423.jpg
http://www.zhongyoo.com/zhongchengyao/ddztg_8333.html,跌打镇痛膏,土鳖虫、大黄、生草乌、马钱子(炒)、薄荷索油、薄荷脑、樟脑、冰片、降香、黄柏、虎杖、两面针、水杨酸甲酯,功效与主治】活血止痛，散瘀消肿，祛风胜湿。用于外伤瘀血，急、慢性扭挫伤，慢性腰腿痛，风湿关节痛。,用法与用量】外用，贴患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-161021151913337.jpg
http://www.zhongyoo.com/zhongchengyao/ncyg_8335.html,蛲虫药膏,百部浸膏、甲紫,功效与主治】驱杀蛲虫。用于蛲虫的治疗。,用法与用量】每晚临睡前，用温水将肛门周围洗净，将射管装在管口，轻轻插入肛门中，挤压铅管后端，将药膏挤出。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111H325451.jpg
http://www.zhongyoo.com/zhongchengyao/zlxtjn_8336.html,蛭龙血通胶囊,水蛭、地龙、三七、川芎、蕲蛇、黄芪、桃仁、红花、赤芍、葛根、川牛膝,功效与主治】活血祛瘀，益气通络。适用于中风恢复期及后遗症期，症见语言欠利、偏身麻木、头晕、疲劳者。,用法与用量】口服，每次4粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610111H310G0.jpg
http://www.zhongyoo.com/zhongchengyao/qysjjn_7900.html,祛瘀散结胶囊,白花蛇舌草、白英、山慈菇、夏枯草、三七、土鳖虫、蜈蚣、山楂、枳壳、仙鹤草、苦楝皮、冰片、黄芪、麦芽、甘草等,功效与主治】祛瘀消肿，散结止痛，用于瘀血阻络所致乳房胀痛、乳癖、乳腺增生病。,用法与用量】口服，每次4粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091P13cR.jpg
http://www.zhongyoo.com/zhongchengyao/zsmfsg_7905.html,祖师麻风湿膏,】祖师麻、当归、赤芍、香附、羌活、细辛、白术、防风、白芷、独活、桃仁、牛膝、肉桂、桂枝、天南星、麻黄、地龙、川乌、草乌、红花、乳香、投药、冰片、丁香,功效与主治】追风散寒，舒筋活血。用于筋骨疼痛、四肢麻木、腰膝疼痛、风湿关节肿痛及筋骨劳损，跌打后痛、麻、胀诸证。,用法与用量】加温软化，贴于患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091P0233H.jpg
http://www.zhongyoo.com/zhongchengyao/sqc_7907.html,神曲茶,六神曲(炒)、麦芽、山楂(炒)、广藿香、香附(醋制)、陈皮、苍术(炒)、紫苏叶、槟榔、桔梗、厚朴(姜制)、白芷、姜半夏、茯苓、砂仁、豆蔻、甘草,功效与主治】解表祛风，健胃消食。用于风寒感冒、伤食腹痛。,用法与用量】用沸水泡服或加1～2片煎服，每次2块，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091K953D1.jpg
http://www.zhongyoo.com/zhongchengyao/sskkl_7910.html,神衰康颗粒,】倒卵叶五加,功效与主治】扶正固体，安神，补肾健脾。用于脾肾阳虚之腰膝酸软、体虚乏力、失眠、多梦、食欲不振等症。,用法与用量】颗粒，开水冲服，每日2次，每次1袋;胶囊，口服，每次5粒，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091KZM51.jpg
http://www.zhongyoo.com/zhongchengyao/fwsjn_7728.html,复胃散胶囊,】炙黄芪、白芷、白及、海螵蛸、白芍、延胡索、甘草(蜜制)。辅料淀粉、糊精,功效与主治】健脾益胃，制酸止痛，止血生肌，理气消胀。用于治疗慢性胃炎、胃及十二指肠引起的上腹痛、反酸、腹胀、暖气、恶心、呕吐、食欲不振等症。,用法与用量】口服，每日3次，每次2～4粒，饭前服用，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009115F3539.jpg
http://www.zhongyoo.com/zhongchengyao/fmdkl_7729.html,复脉定颗粒,黄芪、党参、远志、川芎、桑葚,功效与主治】补气活血，宁心安神。用于怔忡、心悸、脉结代、心律失常、失眠、术后体质虚弱、更年期综合征等。,用法与用量】口服，每次15g，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091156432B.jpg
http://www.zhongyoo.com/zhongchengyao/bmt_7730.html,便秘通,白术、肉苁蓉、枳壳,功效与主治】健脾益气，润肠通便。适用于虚性便秘，尤其是脾虚及脾肾两虚型患者，症见大便秘结、面色无华、腹胀、神疲气短、头晕耳鸣、腰膝酸软等。,用法与用量】口服，每次20ml，每日早晚各服1次，可加适量蜜糖冲服，疗程1个月。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009115624K6.jpg
http://www.zhongyoo.com/zhongchengyao/benkl_7734.html,保儿宁颗粒,黄芪(炙)、白术(炒)、防风、芦根、鸡内金、茯苓、山(炒),功效与主治】益气固表，健中醒脾。用于脾肺气虚所致的神倦纳呆、面黄肌瘦、烦躁不宁、表虚自汗、易感风邪等症。,用法与用量】片，开水冲服或嚼服，3岁以下每次1/2或1～2块，3岁以上每次1袋或2～3块，每日2次;糖浆，口服，3岁以下每次5ml，3岁以上每次5～10ml，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091450321G.jpg
http://www.zhongyoo.com/zhongchengyao/yxrjw_7793.html,养血荣筋丸,当归、鸡血藤、何首乌(黑豆酒炙)、赤芍、续断、桑寄生、铁丝威灵仙(酒炙)、伸筋草、透骨草、油松节、补骨脂(盐炒)、党参、白术(麸炒)、陈皮、木香、赤小豆,功效与主治】养血荣筋，祛风通络。用于跌打损伤日久引起的筋骨疼痛、肢体麻木等陈旧性疾患。,用法与用量】口服，每次1～2丸，每日2次。3、按照用法用量服用，年老体虚患者应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009145206156.jpg
http://www.zhongyoo.com/zhongchengyao/qlslkl_7827.html,前列舒乐颗粒,淫羊藿、黄芪、蒲黄、车前草、川牛膝,功效与主治】补肾益气，化瘀通淋。主治肾脾双虚、气滞血瘀，前列腺增生、慢性前列腺炎;面色咣白、神疲乏力、腰膝疲软无力、小腹坠胀、小便不爽、点滴不出，或尿频、尿急、尿道涩痛。,用法与用量】颗粒，每日2次，每次1袋;片，口服，每次4片，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091I91T07.jpg
http://www.zhongyoo.com/zhongchengyao/jknpwj_7841.html,洁康宁喷雾剂,黄柏、黄连、蛇床子、薏苡仁、土茯苓、花椒,功效与主治】清热解毒，燥湿杀虫，止痒消肿。主要用于霉菌性、滴虫性阴道炎、外阴炎及外阴湿疹，瘙痒。,用法与用量】外用，清洗外阴后，患处局部喷雾，每次1ml(约喷雾10次)，每日1～2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091I4005H.jpg
http://www.zhongyoo.com/zhongchengyao/hxdjw_7849.html,活血调经丸,熟地黄、延胡索(醋制)、地黄、川芎、赤芍、红花、牡丹皮、当归(酒制)、黄芩(酒制)、青皮(醋制)、枳壳(麸炒)、苏木、茯苓、五灵脂(醋制)、炮姜、陈皮、香附(醋制)、阿胶(蛤粉烫)、砂仁,功效与主治】活血理气，行瘀调经。用于血瘀气滞，月经不调。,用法与用量】黄酒或温开水送服，每次l丸，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091I10U07.jpg
http://www.zhongyoo.com/zhongchengyao/fflg_7694.html,复方梨膏,】梨清膏、麻黄、桔梗、桑叶、茯苓、白及、浙贝母、瓜蒌仁(炒)、白芍、棕榈炭、栀子(炒)、南沙参、款冬花、紫苏叶、枳壳、白茅根、法半夏、荷叶炭、陈皮、藕节、阿胶、紫菀、紫苏子(炒)、前胡、甘草、百部、白芥子、玉竹、天冬、苦杏仁、枇杷叶,功效与主治】养阴润肺，增液生津，化痰止咳。用于阴虚久咳、肺燥咳嗽。,用法与用量】口服，每次20g，每日3～5次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610091126222H.jpg
http://www.zhongyoo.com/zhongchengyao/gzcsjn_7519.html,骨折挫伤胶囊,】猪骨、黄瓜子、红花、大黄、当归，乳香、没、血竭、土鳖虫、自然铜,功效与主治】舒筋活血，接骨止痛，消肿散瘀。用于骨折，各类软组织损伤、挫伤、扭伤。,用法与用量】每次4～6粒，每日3次，用水或黄酒温服，儿童酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R0444AC.jpg
http://www.zhongyoo.com/zhongchengyao/ffcxd_7575.html,复方川芎酊,当归、川芎、铁丝威灵仙、乳香(制)、没(制)、大黄、续断、杜仲、延胡索、桂枝、细辛、乌梅、樟脑、冰片,功效与主治】祛风散寒，除湿通络，活血化瘀。适用于风寒湿痹引起的关节肌肉疼痛、肿胀、活动不利等症的辅助治疗。,用法与用量】外用，每次5～10滴，滴于胶条中间的纱棉上，贴于患处或疼痛最明显部位(亦可直接涂于患处)，每日1～2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R12242C1.jpg
http://www.zhongyoo.com/zhongchengyao/ffcxjn_7576.html,复方川芎胶囊,】川芎、当归,功效与主治】活血化瘀，通脉止痛。用于冠心病稳定型心绞痛属心血瘀阻证者。,用法与用量】口服，每次4粒，每日3次，饭后服用或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R1221RO.jpg
http://www.zhongyoo.com/zhongchengyao/cqpwhj_8510.html,楂曲平胃合剂,山楂、厚朴、甘草、六神曲、鸡内金、苍术、陈皮,功效与主治】燥湿健脾，消食除满。用于脾胃不和之不思饮食、脘腹胀满、呕吐恶心、噫气吞酸、大便溏泻。,用法与用量】口服，每次10～15ml，每日3次，用时摇匀。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011211311235.jpg
http://www.zhongyoo.com/zhongchengyao/pcjn_8508.html,蒲参胶囊,何首乌、蒲黄、丹参、川芎、赤芍、山楂、泽泻、党参,功效与主治】活血祛瘀，滋阴化浊。用于高脂姐症的虮瘀证，症见头晕目眩、头部刺痛、胸闷憋气、心悸怔忡、肢体麻木;舌质紫暗或有瘀点，脉象细涩。,用法与用量】口服，每次4粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101121133T60.jpg
http://www.zhongyoo.com/zhongchengyao/yhcjn_8509.html,颐和春胶囊,人参、川牛膝，狗肾、锁阳、鹿茸、淫羊藿、鹿鞭、沙参、冰片、蛇床子、熟地黄、韭菜子、覆盆子、附子、路路通,功效与主治】补肾壮阳，健脑强心。用于肾阳虚衰引起的阳痿、遗精、精冷不孕、腰膝酸软等。,用法与用量】口服，每次4～5粒，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161011211325943.jpg
